id_institucion_gs,id_autor_gs,autor,cargo,id_institucion,email,citaciones,intereses
7698552169257898503,lUt0cxwAAAAJ,Felix Modrego,"Escuela de Negocios y Economía, Pontificia Universidad Católica de Valparaíso",pucv,pucv.c,1466,Spatial economics entrepreneurship innovation regional development 
7698552169257898503,MKDk35YAAAAJ,Manuel A. Bravo M,Pontificia Universidad Católica de Valparaiso,pucv,pucv.c,1425,Analytical Chemistry Chemometric Environmental chemistry 
7698552169257898503,dy058aIAAAAJ,Cecilia Guerrero,Pontificia Universidad Católica de Valparaíso,pucv,pucv.c,1424,Biocatalysis Prebiotic enzyme immobilization enzymatic reactor lactulose 
7698552169257898503,nw8TSuUAAAAJ,Jorge Olivares Pacheco,"Porfesor Jerarquizado, Pontificia Universidad Católica de Valparaíso",pucv,ucv.cl,1395,Microbiología Resistencia a los Antibióticos 
7698552169257898503,WB_qsXIAAAAJ,Fernando Torres-Perez,Pontificia Universidad Católica de Valparaiso,pucv,pucv.c,1374,Evolutionary epidemiology 
7698552169257898503,AqjpTC8AAAAJ,Cristian M. Canales,"Profesor Asociado Escuela de Ciencias del Mar, Pontificia Universidad Católica de …",pucv,pucv.c,1357,Dinámica de Poblaciones Evaluación de Recursos Pesqueros Modelamiento Estadístico Gestion Pesquera Investigación Operati 
7698552169257898503,a6-oZHYAAAAJ,Hector Vargas Oyarzun,Pontificia Universidad Catolica de Valparaiso,pucv,pucv.c,1309,Control Automatico Sistemas Distribuidos Educacion en Ingenieria 
7698552169257898503,YVBJgLwAAAAJ,Paula Ascorra,Pontificia Universidad Católica de Valparaíso,pucv,pucv.c,1288,convivencia escolar ciudadanía afectos emociones 
7698552169257898503,rhvJP1wAAAAJ,Patricio Carvajal-Rondanelli,Pontificia Universidad Catolica de Valparaiso,pucv,ucv.cl,1241,Peptides 
7698552169257898503,PbTuJx0AAAAJ,Orlando Duran,Pontificia Universidad Catolica de Valparaiso,pucv,ucv.cl,1238,Computational Intelligence in Operations … 
7698552169257898503,QgOhYR8AAAAJ,Pedro Antonio Santander Molina,"Profesor de Comunicación, Pontificia Universidad Católica de Valparaiso",pucv,pucv.c,1212,Comunicacion Política Análisis del Discurso 
7698552169257898503,_lu4kN4AAAAJ,Olivera Miskovic,Professor at Pontificia Universidad Católica de Valparaíso,pucv,pucv.c,1197,Black hole physics (Super)gravity Gauge/Gravity Duality AdS/CFT correspondence 
7698552169257898503,3vBga50AAAAJ,Pedro Adrián Robles Vásquez,Pontificia Universidad Católica de Valparaíso,pucv,pucv.c,1175,Procesos de minerales líquidos iónicos modelamiento y simulación 
7698552169257898503,UR6tfqAAAAAJ,Jose Antonio Garcia,"Pontificia Universidad Católica de Valparaíso , Chile",pucv,pucv.c,1149,machine learning operations research data mining artificial intelligence 
7698552169257898503,_k8utMAAAAAJ,Vitalia Henriquez,Pontificia Universidad Católica de Valparaíso,pucv,pucv.c,1111,Biotechnology of Microalgae 
7698552169257898503,JhgRVPwAAAAJ,Juan Diaz Naveas,"Profesor Adjunto, Escuela de Ciencias del Mar, Pontificia Universidad Católica de …",pucv,pucv.c,1106,Geofísica Marina Batimetría Sísmica Montes Submarinos Tectónica 
7698552169257898503,rnkCpP0AAAAJ,Mauricio Fuentealba,Pontificia Universidad Católica de Valparaíso,pucv,ucv.cl,1103,Inorganic Chemistry Crystallography Spin crossover complexes 
7698552169257898503,tSRFmKEAAAAJ,Carlos Carlesi Jara,Pontificia Universidad Católica de Valparaíso,pucv,pucv.c,1097,chemical engineering 
7698552169257898503,QMQA218AAAAJ,Diego A Martínez,"Assistant Professor of Industrial Engineering, PUCV",pucv,pucv.c,1077,machine learning digital medicine emergency medicine humanitarian health 
7698552169257898503,E65grJEAAAAJ,Eduardo Muñoz Cartagena,"Profesor Instituto de Química, Pontificia Universidad Católica de Valparaíso",pucv,pucv.c,1070,Electroquímica 
7698552169257898503,Xa4T9uYAAAAJ,Juan L. Celis-Diez,Pontificia Universidad Católica de Valparaíso,pucv,pucv.c,1060,Ecological intensification agroecology urban ecology biodiversity conservation 
7698552169257898503,YWqmc6oAAAAJ,Alvaro R. Vidal Olivares,"Professor Civil Law, Pontificia Universidad Catolica de Valparaiso",pucv,pucv.c,1027,contract Law arbitration law obligations law family law uniform contract law 
7698552169257898503,NbMzEWUAAAAJ,Eduardo Quiroga,"Profesor adjunto, Escuela de Ciencias del Mar, Pontificia Universidad Católica de …",pucv,pucv.c,1020,Ecologia bentónica y oceanografia biológica 
7698552169257898503,QbZkhhcAAAAJ,Manuel alcalde rico,Pontificia Universidad Católica de Valparaíso,pucv,pucv.c,1007,Antimicrobial resistance Pseudomonas aeruginosa quorum sensing high risk clones 
7698552169257898503,aXs7HNYAAAAJ,Eduardo Cordero,Pontificia Universidad Católica de Valparaíso,pucv,pucv.c,997,Derecho Administrativo Derecho Urbanístico Derecho Administrativo Sancionador Bienes Públicos Derecho Público 
7698552169257898503,Hj1s_a4AAAAJ,Claudio Silva Gallinato,"Profesor Asociado, Escuela de Ciencias del Mar, Pontificia Universidad Católica de …",pucv,pucv.c,977,Pesquerías Acuicultura Percepción Remota Sistemas de Información Geográfica Ecología Marina 
7698552169257898503,0EUiosEAAAAJ,Ariel A. Muñoz,"Profesor Instituto de Geografía, Pontificia Universidad Católica de Valparaiso",pucv,pucv.c,963,Cambio Climático Geografía física Riesgos Naturales Recursos hídricos Bosques 
